143323,Case_Based
1125393,Case_Based
941,Case_Based
417017,Case_Based
1022969,Case_Based
18251,Case_Based
940,Case_Based
936,Case_Based
1108258,Case_Based
1108267,Case_Based
3932,Case_Based
1117184,Case_Based
521207,Case_Based
28026,Case_Based
38846,Case_Based
38839,Case_Based
95642,Case_Based
1131728,Case_Based
1138027,Case_Based
1114864,Case_Based
218682,Case_Based
3828,Case_Based
144679,Case_Based
379288,Case_Based
77826,Case_Based
654177,Case_Based
59244,Case_Based
1125992,Case_Based
47683,Case_Based
47684,Case_Based
18815,Case_Based
1107171,Case_Based
67633,Case_Based
39130,Case_Based
77829,Case_Based
39124,Case_Based
129558,Case_Based
110162,Case_Based
6767,Case_Based
110163,Case_Based
110164,Case_Based
70444,Case_Based
70442,Case_Based
1114777,Case_Based
70441,Case_Based
1152244,Case_Based
429805,Case_Based
28447,Case_Based
112378,Case_Based
1108363,Case_Based
502574,Case_Based
120039,Case_Based
129042,Case_Based
1152448,Case_Based
129045,Case_Based
1153166,Case_Based
1152436,Case_Based
1132706,Case_Based
1116397,Case_Based
1152308,Case_Based
1113934,Case_Based
73972,Case_Based
1108329,Case_Based
35070,Case_Based
101143,Case_Based
101145,Case_Based
259772,Case_Based
40922,Case_Based
1126503,Case_Based
141868,Case_Based
1956,Case_Based
1128407,Case_Based
82666,Case_Based
1952,Case_Based
1951,Case_Based
81722,Case_Based
83449,Case_Based
81714,Case_Based
55801,Case_Based
3222,Case_Based
1110390,Case_Based
17798,Case_Based
566488,Case_Based
166825,Case_Based
15892,Case_Based
1117833,Case_Based
1102567,Case_Based
60682,Case_Based
1107215,Case_Based
1121459,Case_Based
1119987,Case_Based
82664,Case_Based
8821,Case_Based
112813,Case_Based
1107010,Case_Based
37483,Case_Based
1102761,Case_Based
1116410,Case_Based
1107325,Case_Based
22386,Case_Based
1121057,Case_Based
154134,Case_Based
943,Case_Based
10798,Case_Based
10796,Case_Based
1107367,Case_Based
111676,Case_Based
521183,Case_Based
1114664,Case_Based
28265,Case_Based
126868,Case_Based
31097,Case_Based
126867,Case_Based
39131,Case_Based
1129106,Case_Based
22869,Case_Based
73327,Case_Based
1108656,Case_Based
5959,Case_Based
5064,Case_Based
33303,Case_Based
15889,Case_Based
35490,Case_Based
221302,Case_Based
1104031,Case_Based
990075,Case_Based
1105810,Case_Based
463,Case_Based
1110950,Case_Based
1130539,Case_Based
5069,Case_Based
1111899,Case_Based
1953,Case_Based
1955,Case_Based
1121176,Case_Based
1959,Case_Based
5075,Case_Based
20528,Case_Based
239829,Case_Based
187260,Case_Based
33301,Case_Based
1949,Case_Based
1120713,Case_Based
22874,Case_Based
22875,Case_Based
58436,Case_Based
1108597,Case_Based
58454,Case_Based
1131471,Case_Based
566664,Case_Based
521251,Case_Based
566653,Case_Based
521269,Case_Based
1110024,Case_Based
200480,Case_Based
1131828,Case_Based
596075,Case_Based
208345,Case_Based
95188,Case_Based
14531,Case_Based
656231,Case_Based
54550,Case_Based
1152975,Case_Based
6343,Case_Based
5600,Case_Based
95198,Case_Based
47570,Case_Based
1120563,Case_Based
103529,Case_Based
175909,Case_Based
22876,Case_Based
10183,Case_Based
135798,Case_Based
97892,Case_Based
1103038,Case_Based
1106103,Case_Based
177115,Case_Based
284414,Case_Based
1115166,Case_Based
219976,Case_Based
1110531,Case_Based
75121,Case_Based
359067,Case_Based
1107041,Case_Based
1107067,Case_Based
6334,Case_Based
6346,Case_Based
470511,Case_Based
103531,Case_Based
9708,Case_Based
128383,Case_Based
656048,Case_Based
112099,Case_Based
198866,Case_Based
1121313,Case_Based
1152564,Case_Based
272345,Case_Based
1110947,Case_Based
7867,Case_Based
100701,Case_Based
103528,Case_Based
74975,Case_Based
20178,Case_Based
27631,Case_Based
64271,Case_Based
239810,Case_Based
1153889,Case_Based
20179,Case_Based
310530,Case_Based
20180,Case_Based
